id,experiment_id,trial_number,question_id,sequence_a_first_tone,sequence_a_second_tone,sequence_a_gap_duration,sequence_b_first_tone,sequence_b_second_tone,sequence_b_gap_duration,response,created_at
354,50,9,LMN,500,400,600,500,500,600,equal,2024-12-08 17:02:33.159+00
355,50,10,SLN,500,500,660,500,500,600,equal,2024-12-08 17:02:43.276+00
356,50,11,SSR,500,500,600,500,500,540,equal,2024-12-08 17:02:49.268+00
357,50,12,SSN,500,500,540,500,500,600,shorter,2024-12-08 17:03:00.076+00
358,50,13,HSN,500,600,540,500,500,600,equal,2024-12-08 17:03:05.935+00
359,50,14,HMN,500,600,600,500,500,600,equal,2024-12-08 17:03:11.156+00
360,50,15,LLR,500,500,600,500,400,660,shorter,2024-12-08 17:03:16.981+00
361,50,16,LMR,500,500,600,500,400,600,equal,2024-12-08 17:03:22.75+00
362,50,17,HLR,500,500,600,500,600,660,equal,2024-12-08 17:03:33.786+00
363,50,18,LSR,500,500,600,500,400,540,equal,2024-12-08 17:03:44.406+00
364,51,1,LLR,500,500,600,500,400,660,shorter,2024-12-08 17:04:01.638+00
365,51,2,SLR,500,500,600,500,500,660,shorter,2024-12-08 17:04:09.814+00
366,51,3,SLN,500,500,660,500,500,600,longer,2024-12-08 17:04:21.837+00
367,51,4,HLR,500,500,600,500,600,660,shorter,2024-12-08 17:04:32.902+00
368,51,5,LMN,500,400,600,500,500,600,longer,2024-12-08 17:04:51.118+00
369,51,6,HSN,500,600,540,500,500,600,equal,2024-12-08 17:05:06.982+00
370,29,17,HMN,500,600,600,500,500,600,equal,2024-12-08 17:05:16.75+00
371,29,18,SMN,500,500,600,500,500,600,equal,2024-12-08 17:05:24.365+00
372,51,7,HMN,500,600,600,500,500,600,equal,2024-12-08 17:05:26.12+00
373,51,8,LMR,500,500,600,500,400,600,longer,2024-12-08 17:05:38.544+00
374,51,9,LSN,500,400,540,500,500,600,equal,2024-12-08 17:06:46.692+00
375,51,10,HLN,500,600,660,500,500,600,equal,2024-12-08 17:06:57.405+00
376,51,11,SSN,500,500,540,500,500,600,equal,2024-12-08 17:07:05.415+00
377,51,12,SSR,500,500,600,500,500,540,shorter,2024-12-08 17:07:13.871+00
378,51,13,SMR,500,500,600,500,500,600,shorter,2024-12-08 17:07:26.518+00
379,51,14,LSR,500,500,600,500,400,540,longer,2024-12-08 17:07:51.904+00
380,51,15,SMN,500,500,600,500,500,600,equal,2024-12-08 17:08:01.679+00
381,51,16,HSR,500,500,600,500,600,540,equal,2024-12-08 17:08:09.988+00
382,51,17,HMR,500,500,600,500,600,600,longer,2024-12-08 17:08:23.323+00
383,51,18,LLN,500,400,660,500,500,600,equal,2024-12-08 17:08:41.695+00
384,52,1,HLN,500,600,660,500,500,600,equal,2024-12-08 17:12:16.3+00
385,53,1,SMN,500,500,600,500,500,600,shorter,2024-12-08 17:13:55.891+00
386,53,2,LSN,500,400,540,500,500,600,shorter,2024-12-08 17:14:03.803+00
387,53,3,HMN,500,600,600,500,500,600,shorter,2024-12-08 17:14:13.69+00
388,53,4,SLN,500,500,660,500,500,600,longer,2024-12-08 17:14:24.669+00
389,53,5,LLN,500,400,660,500,500,600,longer,2024-12-08 17:14:30.81+00
390,53,6,HSN,500,600,540,500,500,600,shorter,2024-12-08 17:14:54.679+00
391,53,7,SSR,500,500,600,500,500,540,longer,2024-12-08 17:15:01.563+00
392,53,8,HMR,500,500,600,500,600,600,equal,2024-12-08 17:15:16.343+00
393,53,9,LMR,500,500,600,500,400,600,equal,2024-12-08 17:15:22.034+00
394,53,10,LSR,500,500,600,500,400,540,longer,2024-12-08 17:15:54.596+00
395,53,11,SSN,500,500,540,500,500,600,shorter,2024-12-08 17:16:05.227+00
396,53,12,SMR,500,500,600,500,500,600,equal,2024-12-08 17:16:15.659+00
397,53,13,LLR,500,500,600,500,400,660,shorter,2024-12-08 17:16:26.084+00
398,53,14,HSR,500,500,600,500,600,540,longer,2024-12-08 17:16:32.495+00
399,53,15,SLR,500,500,600,500,500,660,shorter,2024-12-08 17:16:44.784+00
400,53,16,HLN,500,600,660,500,500,600,longer,2024-12-08 17:16:57.335+00
401,53,17,HLR,500,500,600,500,600,660,shorter,2024-12-08 17:17:07.484+00
402,53,18,LMN,500,400,600,500,500,600,equal,2024-12-08 17:17:25.638+00
403,52,2,LSR,500,500,600,500,400,540,equal,2024-12-08 17:19:45.606+00
404,52,3,LMR,500,500,600,500,400,600,equal,2024-12-08 17:20:04.462+00
405,54,1,HMN,500,600,600,500,500,600,equal,2024-12-08 17:54:41.201+00
406,54,2,HLN,500,600,660,500,500,600,longer,2024-12-08 17:54:59.749+00
407,54,3,SMN,500,500,600,500,500,600,equal,2024-12-08 17:55:12.068+00
408,54,4,LLN,500,400,660,500,500,600,equal,2024-12-08 17:55:27.096+00
409,56,1,LMR,500,500,600,500,400,600,equal,2024-12-08 18:00:38.079+00
410,56,2,HSR,500,500,600,500,600,540,longer,2024-12-08 18:00:47.085+00
411,56,3,SSR,500,500,600,500,500,540,longer,2024-12-08 18:00:59.268+00
412,56,4,SLN,500,500,660,500,500,600,longer,2024-12-08 18:01:08.441+00
413,56,5,LSR,500,500,600,500,400,540,longer,2024-12-08 18:01:23.876+00
414,56,6,HMR,500,500,600,500,600,600,equal,2024-12-08 18:01:34.724+00
415,56,7,HSN,500,600,540,500,500,600,shorter,2024-12-08 18:01:42.723+00
416,56,8,HMN,500,600,600,500,500,600,equal,2024-12-08 18:01:48.75+00
417,56,9,HLR,500,500,600,500,600,660,shorter,2024-12-08 18:01:55.97+00
418,56,10,LSN,500,400,540,500,500,600,shorter,2024-12-08 18:02:02.233+00
419,56,11,LLR,500,500,600,500,400,660,shorter,2024-12-08 18:02:08.803+00
420,56,12,HLN,500,600,660,500,500,600,longer,2024-12-08 18:02:14.503+00
421,56,13,LLN,500,400,660,500,500,600,longer,2024-12-08 18:02:27.525+00
422,56,14,LMN,500,400,600,500,500,600,equal,2024-12-08 18:02:33.382+00
423,56,15,SMR,500,500,600,500,500,600,equal,2024-12-08 18:02:46.451+00
424,56,16,SMN,500,500,600,500,500,600,equal,2024-12-08 18:02:59.96+00
425,56,17,SLR,500,500,600,500,500,660,shorter,2024-12-08 18:03:06.506+00
426,56,18,SSN,500,500,540,500,500,600,shorter,2024-12-08 18:03:20.404+00
427,57,1,LSR,500,500,600,500,400,540,equal,2024-12-08 18:20:31.684+00
428,57,2,HSR,500,500,600,500,600,540,longer,2024-12-08 18:20:39.756+00
429,57,3,HSN,500,600,540,500,500,600,shorter,2024-12-08 18:20:53.313+00
430,57,4,LLR,500,500,600,500,400,660,shorter,2024-12-08 18:21:02.342+00
431,57,5,HLR,500,500,600,500,600,660,shorter,2024-12-08 18:21:09.354+00
432,57,6,SMR,500,500,600,500,500,600,equal,2024-12-08 18:21:16.374+00
433,57,7,LSN,500,400,540,500,500,600,equal,2024-12-08 18:21:22.779+00
434,57,8,SLR,500,500,600,500,500,660,shorter,2024-12-08 18:21:30.238+00
435,57,9,SSN,500,500,540,500,500,600,equal,2024-12-08 18:21:41.507+00
436,57,10,LMR,500,500,600,500,400,600,equal,2024-12-08 18:21:49.371+00
437,57,11,LLN,500,400,660,500,500,600,longer,2024-12-08 18:21:58.039+00
438,57,12,SMN,500,500,600,500,500,600,equal,2024-12-08 18:22:03.996+00
439,57,13,SLN,500,500,660,500,500,600,longer,2024-12-08 18:22:18.104+00
440,57,14,SSR,500,500,600,500,500,540,equal,2024-12-08 18:22:24.686+00
441,57,15,HMR,500,500,600,500,600,600,equal,2024-12-08 18:22:30.992+00
442,57,16,HLN,500,600,660,500,500,600,longer,2024-12-08 18:22:48.75+00
443,57,17,HMN,500,600,600,500,500,600,equal,2024-12-08 18:22:55.4+00
444,57,18,LMN,500,400,600,500,500,600,equal,2024-12-08 18:23:06.55+00
445,58,1,HSR,500,500,600,500,600,540,equal,2024-12-08 18:32:11.144+00
446,58,2,LSR,500,500,600,500,400,540,equal,2024-12-08 18:32:21.561+00
447,58,3,LSN,500,400,540,500,500,600,equal,2024-12-08 18:32:45.061+00
448,58,4,LMR,500,500,600,500,400,600,equal,2024-12-08 18:32:58.278+00
449,58,5,HLN,500,600,660,500,500,600,longer,2024-12-08 18:33:30.529+00
450,59,1,SMN,500,500,600,500,500,600,equal,2024-12-08 18:34:49.845+00
451,61,1,LLN,500,400,660,500,500,600,longer,2024-12-08 18:55:59.512+00
452,61,2,LSR,500,500,600,500,400,540,longer,2024-12-08 18:56:07.136+00
453,61,3,HSN,500,600,540,500,500,600,equal,2024-12-08 18:56:13.307+00
454,61,4,LSN,500,400,540,500,500,600,equal,2024-12-08 18:56:20.347+00
455,61,5,SLN,500,500,660,500,500,600,equal,2024-12-08 18:56:27.422+00
456,61,6,LMR,500,500,600,500,400,600,equal,2024-12-08 18:56:33.401+00
457,61,7,SSR,500,500,600,500,500,540,longer,2024-12-08 18:56:40.081+00
458,61,8,HSR,500,500,600,500,600,540,longer,2024-12-08 18:56:51.69+00
459,61,9,HLN,500,600,660,500,500,600,longer,2024-12-08 18:56:59.361+00
460,61,10,LLR,500,500,600,500,400,660,shorter,2024-12-08 18:57:05.869+00
461,61,11,HLR,500,500,600,500,600,660,equal,2024-12-08 18:57:11.624+00
462,61,12,HMR,500,500,600,500,600,600,equal,2024-12-08 18:57:18.434+00
463,61,13,SLR,500,500,600,500,500,660,equal,2024-12-08 18:57:25.105+00
464,61,14,SMR,500,500,600,500,500,600,equal,2024-12-08 18:57:31.932+00
465,61,15,SMN,500,500,600,500,500,600,equal,2024-12-08 18:57:38.351+00
466,61,16,LMN,500,400,600,500,500,600,equal,2024-12-08 18:57:44.487+00
467,61,17,HMN,500,600,600,500,500,600,equal,2024-12-08 18:57:51.158+00
468,61,18,SSN,500,500,540,500,500,600,shorter,2024-12-08 18:57:57.625+00
469,62,1,SSR,500,500,600,500,500,540,longer,2024-12-08 18:59:30.885+00
470,62,2,LLR,500,500,600,500,400,660,shorter,2024-12-08 18:59:43.747+00
471,62,3,SLR,500,500,600,500,500,660,longer,2024-12-08 19:00:07.09+00
472,62,4,SMR,500,500,600,500,500,600,longer,2024-12-08 19:00:18.263+00
473,63,1,LMN,500,400,600,500,500,600,equal,2024-12-08 19:03:55.991+00
474,63,2,SSN,500,500,540,500,500,600,equal,2024-12-08 19:04:01.261+00
475,63,3,HLR,500,500,600,500,600,660,equal,2024-12-08 19:04:07.416+00
476,63,4,HMR,500,500,600,500,600,600,equal,2024-12-08 19:04:12.519+00
477,63,5,SSR,500,500,600,500,500,540,longer,2024-12-08 19:04:18.012+00
478,63,6,SLR,500,500,600,500,500,660,equal,2024-12-08 19:04:23.567+00
479,63,7,SMN,500,500,600,500,500,600,equal,2024-12-08 19:04:28.681+00
480,63,8,LLN,500,400,660,500,500,600,shorter,2024-12-08 19:04:34.273+00
481,63,9,HSR,500,500,600,500,600,540,equal,2024-12-08 19:04:38.892+00
482,63,10,HMN,500,600,600,500,500,600,equal,2024-12-08 19:04:43.924+00
483,63,11,LLR,500,500,600,500,400,660,longer,2024-12-08 19:04:49.326+00
484,63,12,SLN,500,500,660,500,500,600,equal,2024-12-08 19:04:54.508+00
485,63,13,HLN,500,600,660,500,500,600,shorter,2024-12-08 19:05:00.606+00
486,63,14,HSN,500,600,540,500,500,600,equal,2024-12-08 19:05:06.435+00
487,63,15,LMR,500,500,600,500,400,600,longer,2024-12-08 19:05:12.039+00
488,63,16,SMR,500,500,600,500,500,600,equal,2024-12-08 19:05:16.297+00
489,63,17,LSR,500,500,600,500,400,540,longer,2024-12-08 19:05:24.303+00
490,63,18,LSN,500,400,540,500,500,600,shorter,2024-12-08 19:05:29.527+00
491,64,1,LLR,500,500,600,500,400,660,equal,2024-12-08 19:07:29.173+00
492,64,2,HMR,500,500,600,500,600,600,equal,2024-12-08 19:07:47.307+00
493,64,3,LLN,500,400,660,500,500,600,longer,2024-12-08 19:08:04.157+00
494,64,4,SLR,500,500,600,500,500,660,shorter,2024-12-08 19:08:20.34+00
495,64,5,LMR,500,500,600,500,400,600,equal,2024-12-08 19:08:37.49+00
496,64,6,LSN,500,400,540,500,500,600,shorter,2024-12-08 19:08:53.373+00
497,64,7,LMN,500,400,600,500,500,600,equal,2024-12-08 19:09:05.057+00
498,64,8,HSN,500,600,540,500,500,600,shorter,2024-12-08 19:09:17.99+00
499,64,9,SSR,500,500,600,500,500,540,longer,2024-12-08 19:09:33.607+00
500,64,10,HSR,500,500,600,500,600,540,equal,2024-12-08 19:09:56.192+00
501,64,11,SLN,500,500,660,500,500,600,longer,2024-12-08 19:10:17.641+00
502,64,12,SMN,500,500,600,500,500,600,equal,2024-12-08 19:10:33.789+00
503,64,13,SMR,500,500,600,500,500,600,equal,2024-12-08 19:11:11.041+00
504,64,14,HLR,500,500,600,500,600,660,shorter,2024-12-08 19:11:25.374+00
505,64,15,LSR,500,500,600,500,400,540,longer,2024-12-08 19:11:44.441+00
506,64,16,SSN,500,500,540,500,500,600,equal,2024-12-08 19:12:15.358+00
507,64,17,HMN,500,600,600,500,500,600,longer,2024-12-08 19:12:26.273+00
508,64,18,HLN,500,600,660,500,500,600,longer,2024-12-08 19:12:39.357+00
509,65,1,LLN,500,400,660,500,500,600,longer,2024-12-08 19:15:49.378+00
510,65,2,SSR,500,500,600,500,500,540,longer,2024-12-08 19:15:56.427+00
511,65,3,HMR,500,500,600,500,600,600,equal,2024-12-08 19:16:01.678+00
512,65,4,SMN,500,500,600,500,500,600,equal,2024-12-08 19:16:10.096+00
513,66,1,SSN,500,500,540,500,500,600,equal,2024-12-08 19:28:38.868+00
514,66,2,LLR,500,500,600,500,400,660,equal,2024-12-08 19:29:11.115+00
515,66,3,LMR,500,500,600,500,400,600,equal,2024-12-08 19:29:21.124+00
516,66,4,HMN,500,600,600,500,500,600,equal,2024-12-08 19:29:28.901+00
517,66,5,LSR,500,500,600,500,400,540,longer,2024-12-08 19:29:42.059+00
518,66,6,SSR,500,500,600,500,500,540,equal,2024-12-08 19:29:51.359+00
519,66,7,HSR,500,500,600,500,600,540,equal,2024-12-08 19:29:59.474+00
520,66,8,SMR,500,500,600,500,500,600,equal,2024-12-08 19:30:07.143+00
521,66,9,LMN,500,400,600,500,500,600,equal,2024-12-08 19:30:14.757+00
522,66,10,SMN,500,500,600,500,500,600,equal,2024-12-08 19:30:22.249+00
523,66,11,SLR,500,500,600,500,500,660,longer,2024-12-08 19:30:34.889+00
524,66,12,SLN,500,500,660,500,500,600,equal,2024-12-08 19:30:45.91+00
525,66,13,HMR,500,500,600,500,600,600,equal,2024-12-08 19:30:54.304+00
526,66,14,LSN,500,400,540,500,500,600,equal,2024-12-08 19:31:01.01+00
527,66,15,HSN,500,600,540,500,500,600,equal,2024-12-08 19:31:12.459+00
528,66,16,HLN,500,600,660,500,500,600,equal,2024-12-08 19:31:20.907+00
529,66,17,HLR,500,500,600,500,600,660,equal,2024-12-08 19:31:28.517+00
530,66,18,LLN,500,400,660,500,500,600,equal,2024-12-08 19:31:41.529+00
531,67,1,SMR,500,500,600,500,500,600,equal,2024-12-08 19:35:13.326+00
532,67,2,HMR,500,500,600,500,600,600,equal,2024-12-08 19:35:24.169+00
533,67,3,HLN,500,600,660,500,500,600,equal,2024-12-08 19:35:35.507+00
534,67,4,HMN,500,600,600,500,500,600,equal,2024-12-08 19:36:11.771+00
535,68,1,HSR,500,500,600,500,600,540,equal,2024-12-08 20:01:25.149+00
536,68,2,LLR,500,500,600,500,400,660,shorter,2024-12-08 20:01:47.101+00
537,68,3,SLN,500,500,660,500,500,600,equal,2024-12-08 20:01:58.399+00
538,68,4,HLR,500,500,600,500,600,660,shorter,2024-12-08 20:02:04.972+00
539,68,5,LMN,500,400,600,500,500,600,longer,2024-12-08 20:02:14.609+00
540,68,6,LLN,500,400,660,500,500,600,longer,2024-12-08 20:02:27.813+00
541,68,7,HSN,500,600,540,500,500,600,equal,2024-12-08 20:02:37.612+00
542,68,8,SSR,500,500,600,500,500,540,longer,2024-12-08 20:02:54.565+00
543,68,9,LSR,500,500,600,500,400,540,equal,2024-12-08 20:03:41.105+00
544,68,10,HMN,500,600,600,500,500,600,equal,2024-12-08 20:03:51.245+00
545,68,11,HMR,500,500,600,500,600,600,equal,2024-12-08 20:04:00.965+00
546,68,12,SMR,500,500,600,500,500,600,equal,2024-12-08 20:04:10.399+00
547,68,13,LSN,500,400,540,500,500,600,shorter,2024-12-08 20:04:21.592+00
548,68,14,SMN,500,500,600,500,500,600,equal,2024-12-08 20:04:26.735+00
549,68,15,SLR,500,500,600,500,500,660,shorter,2024-12-08 20:04:36.269+00
550,68,16,SSN,500,500,540,500,500,600,equal,2024-12-08 20:04:41.509+00
551,68,17,LMR,500,500,600,500,400,600,equal,2024-12-08 20:04:50.983+00
552,68,18,HLN,500,600,660,500,500,600,longer,2024-12-08 20:04:58.834+00
553,58,6,HMR,500,500,600,500,600,600,equal,2024-12-08 20:06:05.057+00
554,58,7,LLR,500,500,600,500,400,660,equal,2024-12-08 20:06:21.09+00
555,58,8,SSR,500,500,600,500,500,540,equal,2024-12-08 20:06:28.04+00
556,58,9,SMN,500,500,600,500,500,600,equal,2024-12-08 20:06:40.207+00
557,69,1,LLR,500,500,600,500,400,660,equal,2024-12-08 20:06:42.824+00
558,58,10,SLN,500,500,660,500,500,600,equal,2024-12-08 20:06:47.424+00
559,69,2,SSN,500,500,540,500,500,600,equal,2024-12-08 20:06:57.531+00
560,58,11,SMR,500,500,600,500,500,600,equal,2024-12-08 20:07:01.008+00
561,69,3,LSN,500,400,540,500,500,600,equal,2024-12-08 20:07:09.376+00
562,69,4,HLR,500,500,600,500,600,660,equal,2024-12-08 20:07:18.381+00
563,58,12,SLR,500,500,600,500,500,660,equal,2024-12-08 20:07:27.558+00
564,69,5,LSR,500,500,600,500,400,540,equal,2024-12-08 20:07:29.791+00
565,69,6,LMR,500,500,600,500,400,600,equal,2024-12-08 20:07:42.488+00
566,58,13,HSN,500,600,540,500,500,600,equal,2024-12-08 20:07:47.625+00
567,69,7,SLR,500,500,600,500,500,660,equal,2024-12-08 20:07:58.709+00
568,58,14,LMN,500,400,600,500,500,600,equal,2024-12-08 20:07:59.892+00
569,58,15,HMN,500,600,600,500,500,600,equal,2024-12-08 20:08:08.209+00
570,69,8,LMN,500,400,600,500,500,600,equal,2024-12-08 20:08:14.302+00
571,58,16,HLR,500,500,600,500,600,660,equal,2024-12-08 20:08:21.009+00
572,69,9,HSR,500,500,600,500,600,540,equal,2024-12-08 20:08:22.874+00
573,69,10,HMN,500,600,600,500,500,600,equal,2024-12-08 20:08:31.966+00
574,58,17,LLN,500,400,660,500,500,600,equal,2024-12-08 20:08:35.693+00
575,69,11,SMR,500,500,600,500,500,600,equal,2024-12-08 20:08:39.039+00
576,69,12,SLN,500,500,660,500,500,600,equal,2024-12-08 20:08:45.951+00
577,58,18,SSN,500,500,540,500,500,600,equal,2024-12-08 20:08:48.01+00
578,69,13,SSR,500,500,600,500,500,540,equal,2024-12-08 20:08:52.368+00
579,69,14,HSN,500,600,540,500,500,600,equal,2024-12-08 20:08:58.92+00
580,69,15,SMN,500,500,600,500,500,600,equal,2024-12-08 20:09:06.118+00
581,69,16,LLN,500,400,660,500,500,600,longer,2024-12-08 20:09:16.293+00
582,69,17,HMR,500,500,600,500,600,600,equal,2024-12-08 20:09:22.816+00
583,69,18,HLN,500,600,660,500,500,600,equal,2024-12-08 20:09:29.482+00
584,71,1,HLR,500,500,600,500,600,660,shorter,2024-12-08 20:10:13.298+00
585,72,1,LMR,500,500,600,500,400,600,shorter,2024-12-08 20:11:21.488+00
586,71,2,LLR,500,500,600,500,400,660,shorter,2024-12-08 20:11:24.048+00
587,71,3,LSN,500,400,540,500,500,600,equal,2024-12-08 20:11:48.664+00
588,71,4,SLR,500,500,600,500,500,660,shorter,2024-12-08 20:12:08.324+00
589,72,2,HSR,500,500,600,500,600,540,shorter,2024-12-08 20:12:15.5+00
590,71,5,SMN,500,500,600,500,500,600,equal,2024-12-08 20:12:24.966+00
591,72,3,SMN,500,500,600,500,500,600,equal,2024-12-08 20:12:27.013+00
592,72,4,LLN,500,400,660,500,500,600,longer,2024-12-08 20:12:38.906+00
593,72,5,LMN,500,400,600,500,500,600,shorter,2024-12-08 20:12:46.657+00
594,71,6,SLN,500,500,660,500,500,600,longer,2024-12-08 20:12:48.606+00
595,72,6,SLR,500,500,600,500,500,660,shorter,2024-12-08 20:12:53.465+00
596,72,7,SSN,500,500,540,500,500,600,equal,2024-12-08 20:13:00.147+00
597,72,8,LSN,500,400,540,500,500,600,shorter,2024-12-08 20:13:06.543+00
598,71,7,SSR,500,500,600,500,500,540,equal,2024-12-08 20:13:11.506+00
599,72,9,SMR,500,500,600,500,500,600,shorter,2024-12-08 20:13:13.766+00
600,72,10,LSR,500,500,600,500,400,540,shorter,2024-12-08 20:13:26.097+00
601,72,11,HLN,500,600,660,500,500,600,longer,2024-12-08 20:13:37.886+00
602,72,12,LLR,500,500,600,500,400,660,shorter,2024-12-08 20:13:46.311+00
603,71,8,HSN,500,600,540,500,500,600,equal,2024-12-08 20:13:46.852+00
604,72,13,HLR,500,500,600,500,600,660,shorter,2024-12-08 20:13:52.85+00
605,71,9,HSR,500,500,600,500,600,540,equal,2024-12-08 20:14:01.25+00
606,72,14,HMR,500,500,600,500,600,600,equal,2024-12-08 20:14:04.133+00
607,72,15,SLN,500,500,660,500,500,600,equal,2024-12-08 20:14:11.023+00
608,72,16,SSR,500,500,600,500,500,540,equal,2024-12-08 20:14:17.138+00
609,72,17,HMN,500,600,600,500,500,600,shorter,2024-12-08 20:14:29.673+00
610,72,18,HSN,500,600,540,500,500,600,shorter,2024-12-08 20:14:35.46+00
611,71,10,LMN,500,400,600,500,500,600,equal,2024-12-08 20:14:38.482+00
612,74,1,SSN,500,500,540,500,500,600,equal,2024-12-08 20:14:56.023+00
613,71,11,LLN,500,400,660,500,500,600,longer,2024-12-08 20:15:01.477+00
614,74,2,SMN,500,500,600,500,500,600,equal,2024-12-08 20:15:19.965+00
615,71,12,LMR,500,500,600,500,400,600,equal,2024-12-08 20:15:23.108+00
616,71,13,LSR,500,500,600,500,400,540,longer,2024-12-08 20:15:50.023+00
617,71,14,HMR,500,500,600,500,600,600,equal,2024-12-08 20:16:00.818+00
618,74,3,HLR,500,500,600,500,600,660,shorter,2024-12-08 20:16:03.297+00
619,74,4,LSR,500,500,600,500,400,540,equal,2024-12-08 20:16:37.109+00
620,71,15,HMN,500,600,600,500,500,600,shorter,2024-12-08 20:16:44.322+00
621,71,16,SMR,500,500,600,500,500,600,equal,2024-12-08 20:16:53.264+00
622,74,5,HMN,500,600,600,500,500,600,equal,2024-12-08 20:17:00.026+00
623,71,17,SSN,500,500,540,500,500,600,equal,2024-12-08 20:17:27.343+00
624,75,1,HMR,500,500,600,500,600,600,equal,2024-12-08 20:17:36.462+00
625,71,18,HLN,500,600,660,500,500,600,longer,2024-12-08 20:17:38.318+00
626,74,6,SSR,500,500,600,500,500,540,longer,2024-12-08 20:17:50.022+00
627,75,2,LLR,500,500,600,500,400,660,longer,2024-12-08 20:18:00.727+00
628,75,3,SMR,500,500,600,500,500,600,equal,2024-12-08 20:18:09.365+00
629,75,4,SLR,500,500,600,500,500,660,shorter,2024-12-08 20:18:35.079+00
630,74,7,LMR,500,500,600,500,400,600,equal,2024-12-08 20:18:32.701+00
631,75,5,HLR,500,500,600,500,600,660,shorter,2024-12-08 20:19:06.912+00
632,75,6,LSR,500,500,600,500,400,540,longer,2024-12-08 20:19:16.095+00
633,74,8,HSR,500,500,600,500,600,540,equal,2024-12-08 20:19:19.538+00
634,74,9,LMN,500,400,600,500,500,600,equal,2024-12-08 20:19:33.605+00
635,74,10,HSN,500,600,540,500,500,600,equal,2024-12-08 20:20:13.943+00
636,74,11,LLR,500,500,600,500,400,660,shorter,2024-12-08 20:20:35.651+00
637,75,7,SSR,500,500,600,500,500,540,longer,2024-12-08 20:21:13.024+00
638,75,8,HSN,500,600,540,500,500,600,shorter,2024-12-08 20:22:02.746+00
639,75,9,LSN,500,400,540,500,500,600,equal,2024-12-08 20:22:24.486+00
640,75,10,SLN,500,500,660,500,500,600,longer,2024-12-08 20:22:51.388+00
641,75,11,HSR,500,500,600,500,600,540,equal,2024-12-08 20:22:58.59+00
642,74,12,HMR,500,500,600,500,600,600,equal,2024-12-08 20:23:56.427+00
643,74,13,SLR,500,500,600,500,500,660,shorter,2024-12-08 20:24:24.769+00
644,74,14,SLN,500,500,660,500,500,600,longer,2024-12-08 20:24:47.977+00
645,74,15,SMR,500,500,600,500,500,600,equal,2024-12-08 20:25:04.475+00
646,74,16,LSN,500,400,540,500,500,600,equal,2024-12-08 20:25:27.652+00
647,75,12,HMN,500,600,600,500,500,600,shorter,2024-12-08 20:25:34.265+00
648,75,13,HLN,500,600,660,500,500,600,longer,2024-12-08 20:25:47.407+00
649,74,17,HLN,500,600,660,500,500,600,longer,2024-12-08 20:26:20.171+00
650,75,14,SSN,500,500,540,500,500,600,longer,2024-12-08 20:26:35.048+00
651,75,15,LLN,500,400,660,500,500,600,shorter,2024-12-08 20:26:51.163+00
652,74,18,LLN,500,400,660,500,500,600,longer,2024-12-08 20:26:53.969+00
653,75,16,LMR,500,500,600,500,400,600,equal,2024-12-08 20:27:31.197+00
654,75,17,SMN,500,500,600,500,500,600,longer,2024-12-08 20:27:56.66+00
655,75,18,LMN,500,400,600,500,500,600,longer,2024-12-08 20:28:18.688+00
656,76,1,SMR,500,500,600,500,500,600,shorter,2024-12-08 20:29:10.02+00
657,76,2,LMN,500,400,600,500,500,600,equal,2024-12-08 20:29:22.247+00
658,76,3,LSN,500,400,540,500,500,600,equal,2024-12-08 20:29:29.844+00
659,78,1,SLR,500,500,600,500,500,660,shorter,2024-12-08 20:31:22.494+00
660,78,2,HLN,500,600,660,500,500,600,longer,2024-12-08 20:32:20.362+00
661,78,3,HLR,500,500,600,500,600,660,shorter,2024-12-08 20:32:36.022+00
662,79,1,LSN,500,400,540,500,500,600,equal,2024-12-08 21:15:09.762+00
663,79,2,HLN,500,600,660,500,500,600,longer,2024-12-08 21:15:20.425+00
664,79,3,SSR,500,500,600,500,500,540,equal,2024-12-08 21:15:29.265+00
